10, 10
11, 10
12, 10
13, 10
14, 10
15, 10
16, 10
17, 10
18, 10
19, 10
20, 10
21, 10
22, 10
23, 10
24, 10
25, 10
26, 10
27, 10
28, 10
29, 10
30, 10
31, 10
32, 10
33, 10
34, 10
35, 10
36, 10
37, 10
38, 10
39, 10
40, 10
41, 10
42, 10
43, 10
44, 10
45, 10
46, 10
47, 10
48, 10
49, 10
50, 10
51, 10
52, 10
53, 10
54, 10
55, 10
56, 10
57, 10
58, 10
59, 10
60, 10
61, 10
62, 10
63, 10
64, 10
65, 10
66, 10
67, 10
68, 10
69, 10
70, 10
71, 10
72, 10
73, 10
74, 10
75, 10
76, 10
77, 10
78, 10
79, 10
80, 10
81, 10
82, 10
83, 10
84, 10
85, 10
86, 10
87, 10
88, 10
89, 10
90, 10
91, 10
92, 10
93, 10
94, 10
95, 10
96, 10
97, 10
98, 10
99, 10
100, 10
101, 10
102, 10
103, 10
104, 10
105, 10
106, 10
107, 10
108, 10
109, 10
110, 10
111, 10
112, 10
113, 10
114, 10
115, 10
116, 10
117, 10
118, 10
119, 10
120, 10
121, 10
122, 10
123, 10
124, 10
125, 10
126, 10
127, 10
128, 10
129, 11
130, 12
131, 13
132, 14
133, 15
134, 16
135, 17
136, 18
137, 19
138, 20
139, 21
140, 22
141, 23
142, 24
143, 25
144, 26
145, 27
146, 28
147, 29
148, 30
149, 31
150, 32
151, 33
152, 34
153, 35
154, 36
155, 37
156, 38
157, 39
158, 40
159, 41
160, 42
161, 43
162, 44
163, 45
164, 46
165, 47
166, 48
167, 49
168, 50
169, 51
170, 52
171, 53
172, 54
173, 55
174, 56
175, 57
176, 58
177, 59
178, 60
179, 61
180, 62
181, 63
182, 64
183, 65
184, 66
185, 67
186, 68
187, 69
188, 70
189, 71
190, 72
191, 73
192, 74
193, 75
194, 76
195, 77
196, 78
197, 79
198, 80
199, 81
200, 82
201, 83
202, 84
203, 85
204, 86
205, 87
206, 88
207, 89
208, 90
209, 91
210, 92
211, 93
212, 94
213, 95
214, 96
215, 97
216, 98
217, 99
218, 100
219, 101
220, 102
221, 103
222, 104
223, 105
224, 106
225, 107
226, 108
227, 109
228, 110
229, 111
230, 112
231, 113
232, 114
233, 115
234, 116
235, 117
236, 118
237, 119
238, 120
239, 121
240, 122
241, 123
242, 124
243, 125
244, 126
245, 127
246, 128
247, 129
248, 130
249, 131
249, 132
250, 133
251, 134
251, 135
252, 136
253, 137
253, 138
253, 139
254, 140
254, 141
254, 142
255, 143
255, 144
255, 145
255, 146
255, 147
255, 148
255, 149
255, 150
255, 151
255, 152
255, 153
255, 154
255, 155
255, 156
255, 157
255, 158
255, 159
255, 160
255, 161
255, 162
255, 163
255, 164
255, 165
256, 166
257, 167
258, 168
259, 169
260, 170
261, 171
262, 172
263, 173
264, 174
265, 175
266, 176
267, 177
268, 178
269, 179
270, 180
